EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,BX_GSE_(@_x_component_)_nT,BY_GSE_(@_y_component_)_nT,BZ_GSE_(@_z_component_)_nT
2008-12-14T21:32:00.000Z,2.44400,-0.865000,0.941000
2008-12-14T21:36:00.000Z,2.49700,-0.815000,0.827000
2008-12-14T21:40:00.000Z,2.45700,-0.875000,0.854000
2008-12-14T21:44:00.000Z,2.38200,-0.957000,0.791000
2008-12-14T21:48:00.000Z,2.54900,-1.02200,0.938000
2008-12-14T21:52:00.000Z,2.43700,-0.996000,0.847000
2008-12-14T21:56:00.000Z,2.40000,-1.00600,0.826000
2008-12-14T22:00:00.000Z,2.37200,-1.00100,0.758000
2008-12-14T22:04:00.000Z,2.45000,-1.10400,0.724000
2008-12-14T22:08:00.000Z,1.86900,-1.13200,0.660000
2008-12-14T22:12:00.000Z,2.85100,-0.514000,0.544000
2008-12-14T22:16:00.000Z,2.91100,-0.668000,0.528000
2008-12-14T22:20:00.000Z,2.70800,-0.643000,0.491000
2008-12-14T22:24:00.000Z,2.50800,-0.687000,0.483000
2008-12-14T22:28:00.000Z,2.51000,-0.596000,0.353000
2008-12-14T22:32:00.000Z,2.05500,-0.764000,0.330000
2008-12-14T22:36:00.000Z,0.566000,-1.60600,0.0260000
2008-12-14T22:40:00.000Z,0.296000,-1.65400,-0.151000
2008-12-14T22:44:00.000Z,0.271000,-1.60000,-0.280000
2008-12-14T22:48:00.000Z,0.415000,-1.80600,-0.111000
2008-12-14T22:52:00.000Z,0.331000,-2.01300,-0.0390000
2008-12-14T22:56:00.000Z,0.573000,-2.02500,-0.0100000
2008-12-14T23:00:00.000Z,0.702000,-2.02500,0.0370000
2008-12-14T23:04:00.000Z,0.601000,-2.05100,0.0260000
2008-12-14T23:08:00.000Z,0.693000,-2.13800,-0.00600000
2008-12-14T23:12:00.000Z,0.741000,-1.95000,-0.137000
2008-12-14T23:16:00.000Z,0.497000,-1.71400,-0.228000
2008-12-14T23:20:00.000Z,0.740000,-1.50600,-0.0930000
2008-12-14T23:24:00.000Z,0.817000,-1.77300,-0.167000
2008-12-14T23:28:00.000Z,0.673000,-2.16600,-0.0330000
2008-12-14T23:32:00.000Z,0.670000,-2.55700,0.0950000
2008-12-14T23:36:00.000Z,0.715000,-2.67700,0.0210000
2008-12-14T23:40:00.000Z,0.00600000,-2.84600,-0.0210000
2008-12-14T23:44:00.000Z,-0.268000,-2.98600,0.0650000
2008-12-14T23:48:00.000Z,0.616000,-2.64900,0.722000
2008-12-14T23:52:00.000Z,0.957000,-2.78900,0.325000
2008-12-14T23:56:00.000Z,1.10500,-2.54000,0.201000
2008-12-15T00:00:00.000Z,-0.652000,-3.12500,0.450000
2008-12-15T00:04:00.000Z,0.0190000,-3.32300,-0.189000
2008-12-15T00:08:00.000Z,-0.389000,-3.29200,0.337000
2008-12-15T00:12:00.000Z,0.0530000,-3.30000,0.313000
2008-12-15T00:16:00.000Z,0.251000,-3.74000,-0.116000
2008-12-15T00:20:00.000Z,0.583000,-3.18400,-1.29200
2008-12-15T00:24:00.000Z,1.02400,-3.02600,-1.10600
2008-12-15T00:28:00.000Z,1.89800,-2.69600,-0.944000
2008-12-15T00:32:00.000Z,1.86300,-2.69000,-1.28200
2008-12-15T00:36:00.000Z,2.23100,-2.59600,-1.38900
2008-12-15T00:40:00.000Z,2.78700,-1.87500,-1.75100
2008-12-15T00:44:00.000Z,2.75900,-1.21600,-2.00800
2008-12-15T00:48:00.000Z,3.38400,-1.39600,-1.52200
2008-12-15T00:52:00.000Z,3.36100,-1.40200,-1.70000
2008-12-15T00:56:00.000Z,3.35000,-1.37500,-1.60700
2008-12-15T01:00:00.000Z,3.31700,-1.04500,-1.85500
2008-12-15T01:04:00.000Z,3.17800,-0.926000,-1.97000
2008-12-15T01:08:00.000Z,3.09700,-0.793000,-2.10400
2008-12-15T01:12:00.000Z,3.03200,-0.647000,-2.07100
2008-12-15T01:16:00.000Z,2.96800,-0.423000,-1.90000
2008-12-15T01:20:00.000Z,2.85600,-0.678000,-1.98700
2008-12-15T01:24:00.000Z,2.75900,-0.935000,-2.12300
2008-12-15T01:28:00.000Z,2.34400,-1.27000,-2.04300
2008-12-15T01:32:00.000Z,1.24600,-1.75500,-2.12300
2008-12-15T01:36:00.000Z,2.14000,-1.26600,-1.88300
2008-12-15T01:40:00.000Z,2.18000,-1.19700,-1.84000
2008-12-15T01:44:00.000Z,2.30100,-0.509000,-2.31100
2008-12-15T01:48:00.000Z,1.35800,-1.50100,-0.960000
2008-12-15T01:52:00.000Z,0.575000,-2.90300,0.0510000
2008-12-15T01:56:00.000Z,0.922000,-2.94700,0.0520000
2008-12-15T02:00:00.000Z,0.970000,-2.99200,-0.134000
2008-12-15T02:04:00.000Z,1.41500,-2.61300,0.0830000
2008-12-15T02:08:00.000Z,-0.166000,-2.83600,-1.24800
2008-12-15T02:12:00.000Z,0.0320000,-2.87300,-1.20700
2008-12-15T02:16:00.000Z,0.995000,-1.62500,-0.0740000
2008-12-15T02:20:00.000Z,2.96800,-0.0460000,2.39100
2008-12-15T02:24:00.000Z,3.27000,-0.0770000,1.91900
2008-12-15T02:28:00.000Z,3.38600,-0.528000,1.89800
2008-12-15T02:32:00.000Z,3.55800,-0.983000,1.48500
2008-12-15T02:36:00.000Z,3.33000,-1.34400,1.13500
2008-12-15T02:40:00.000Z,1.93300,-2.74200,0.206000
2008-12-15T02:44:00.000Z,1.05500,-2.82400,0.853000
2008-12-15T02:48:00.000Z,0.666000,-3.02600,1.22200
2008-12-15T02:52:00.000Z,1.79300,-3.05000,1.23500
2008-12-15T02:56:00.000Z,2.05600,-3.16000,0.856000
2008-12-15T03:00:00.000Z,2.22900,-2.80300,-0.464000
2008-12-15T03:04:00.000Z,2.10400,-2.88900,-0.643000
2008-12-15T03:08:00.000Z,2.05900,-2.59300,-1.77300
2008-12-15T03:12:00.000Z,1.48500,-3.16500,-0.327000
2008-12-15T03:16:00.000Z,1.31000,-3.37600,-0.163000
2008-12-15T03:20:00.000Z,1.40300,-3.16200,-1.06700
2008-12-15T03:24:00.000Z,0.418000,-2.74900,-2.10100
2008-12-15T03:28:00.000Z,1.22300,-2.70200,-1.98900
2008-12-15T03:32:00.000Z,1.47800,-2.55600,-1.80100
2008-12-15T03:36:00.000Z,1.42100,-2.66900,-1.54100
2008-12-15T03:40:00.000Z,1.56500,-2.36500,-1.59400
2008-12-15T03:44:00.000Z,0.879000,-3.23700,-0.600000
2008-12-15T03:48:00.000Z,2.12500,-2.60000,-1.54300
2008-12-15T03:52:00.000Z,1.61900,-3.09300,-1.36800
2008-12-15T03:56:00.000Z,1.37500,-3.36400,-0.984000
2008-12-15T04:00:00.000Z,1.67400,-3.06300,-1.27300
2008-12-15T04:04:00.000Z,0.758000,-2.47500,-2.62900
2008-12-15T04:08:00.000Z,1.79700,-1.50500,-2.67600
2008-12-15T04:12:00.000Z,1.78000,-0.218000,-2.36100
2008-12-15T04:16:00.000Z,1.12400,1.12500,-1.85400
2008-12-15T04:20:00.000Z,1.04500,-0.726000,-0.804000
2008-12-15T04:24:00.000Z,0.945000,-2.75500,0.357000
2008-12-15T04:28:00.000Z,1.23800,-2.46500,0.277000
2008-12-15T04:32:00.000Z,1.35800,-2.37600,0.201000
2008-12-15T04:36:00.000Z,1.82800,-2.20000,0.375000
2008-12-15T04:40:00.000Z,2.56600,-1.37300,0.349000
2008-12-15T04:44:00.000Z,2.44700,-1.35100,0.311000
2008-12-15T04:48:00.000Z,2.16400,-1.49600,0.461000
2008-12-15T04:52:00.000Z,2.00500,-1.77400,0.318000
2008-12-15T04:56:00.000Z,1.92100,-1.41700,0.444000
2008-12-15T05:00:00.000Z,1.83000,-1.23500,0.153000
2008-12-15T05:04:00.000Z,1.54500,-1.18300,-0.677000
2008-12-15T05:08:00.000Z,1.29900,-0.971000,-0.965000
2008-12-15T05:12:00.000Z,1.84300,0.493000,-1.83100
2008-12-15T05:16:00.000Z,1.84800,0.990000,-1.72800
2008-12-15T05:20:00.000Z,1.91900,1.08100,-1.78500
2008-12-15T05:24:00.000Z,1.66500,1.14900,-2.19900
2008-12-15T05:28:00.000Z,1.44400,0.754000,-2.69400
2008-12-15T05:32:00.000Z,-0.120000,-2.54000,-0.644000
2008-12-15T05:36:00.000Z,-0.906000,-2.99400,0.302000
2008-12-15T05:40:00.000Z,-1.39500,-2.97000,0.974000
2008-12-15T05:44:00.000Z,-1.40900,-3.03800,0.904000
2008-12-15T05:48:00.000Z,-1.40300,-3.42600,1.08300
2008-12-15T05:52:00.000Z,-1.56600,-2.96800,1.46300
2008-12-15T05:56:00.000Z,-1.75600,-2.57300,1.58600
2008-12-15T06:00:00.000Z,-2.00700,-2.38600,1.73500
2008-12-15T06:04:00.000Z,-2.11900,-2.11200,1.87800
2008-12-15T06:08:00.000Z,-0.811000,-1.09800,1.12900
2008-12-15T06:12:00.000Z,2.81900,1.14300,-2.34200
2008-12-15T06:16:00.000Z,2.99200,0.736000,-2.28400
2008-12-15T06:20:00.000Z,3.25800,-0.0860000,-2.09700
2008-12-15T06:24:00.000Z,3.30400,-0.163000,-2.22300
2008-12-15T06:28:00.000Z,2.85800,-0.568000,-2.46000
2008-12-15T06:32:00.000Z,2.38900,-1.44500,-2.75800
2008-12-15T06:36:00.000Z,1.13100,-2.29800,-3.56500
2008-12-15T06:40:00.000Z,1.13700,-2.12600,-3.36200
2008-12-15T06:44:00.000Z,1.33200,-2.05800,-3.27300
2008-12-15T06:48:00.000Z,1.76600,-2.25300,-2.96400
2008-12-15T06:52:00.000Z,2.54900,-2.14600,-2.39600
2008-12-15T06:56:00.000Z,2.88300,-2.21100,-2.02000
2008-12-15T07:00:00.000Z,3.08000,-1.89300,-2.14700
2008-12-15T07:04:00.000Z,2.61300,-1.65100,-2.75500
2008-12-15T07:08:00.000Z,3.77200,-1.92700,-1.53400
2008-12-15T07:12:00.000Z,3.15600,-1.93400,-1.76500
2008-12-15T07:16:00.000Z,3.01000,-1.72200,-1.90200
2008-12-15T07:20:00.000Z,3.31200,-1.33100,-1.99100
2008-12-15T07:24:00.000Z,3.69900,-1.37600,-1.89200
2008-12-15T07:28:00.000Z,3.81400,-1.35800,-1.67700
2008-12-15T07:32:00.000Z,3.49400,-1.18300,-2.12600
2008-12-15T07:36:00.000Z,3.53100,-1.89700,-1.41100
2008-12-15T07:40:00.000Z,3.75800,-2.41500,-0.739000
2008-12-15T07:44:00.000Z,3.35700,-2.63200,-1.00400
2008-12-15T07:48:00.000Z,3.88600,-2.23400,-1.05200
2008-12-15T07:52:00.000Z,3.33700,-2.24900,-1.39100
2008-12-15T07:56:00.000Z,3.58000,-2.39900,-0.755000
2008-12-15T08:00:00.000Z,3.82900,-2.04300,-0.984000
2008-12-15T08:04:00.000Z,3.67700,-1.57900,-1.34600
2008-12-15T08:08:00.000Z,3.35100,-1.56700,-1.25300
2008-12-15T08:12:00.000Z,3.26000,-1.14800,-1.46400
2008-12-15T08:16:00.000Z,3.06700,-1.15500,-1.21000
2008-12-15T08:20:00.000Z,3.50600,-1.45000,-0.507000
2008-12-15T08:24:00.000Z,3.41800,-1.85700,1.03400
2008-12-15T08:28:00.000Z,2.74500,-1.64600,0.0250000
2008-12-15T08:32:00.000Z,2.53500,-1.76300,-1.04100
2008-12-15T08:36:00.000Z,2.80100,-1.53200,-0.692000
2008-12-15T08:40:00.000Z,2.45300,-0.654000,-1.89000
2008-12-15T08:44:00.000Z,2.39900,-1.22600,-2.02000
2008-12-15T08:48:00.000Z,-0.0500000,-2.80400,-0.668000
2008-12-15T08:52:00.000Z,0.0480000,-3.04600,-1.08000
2008-12-15T08:56:00.000Z,0.0610000,-3.24400,-1.25100
2008-12-15T09:00:00.000Z,-0.206000,-3.34500,-0.964000
2008-12-15T09:04:00.000Z,-0.0530000,-3.53200,-0.768000
2008-12-15T09:08:00.000Z,-0.0610000,-3.46400,-0.813000
2008-12-15T09:12:00.000Z,0.211000,-3.48300,-0.947000
2008-12-15T09:16:00.000Z,-0.0630000,-3.50900,-0.969000
2008-12-15T09:20:00.000Z,-0.689000,-3.34800,-0.383000
2008-12-15T09:24:00.000Z,-0.921000,-3.00500,-0.228000
2008-12-15T09:28:00.000Z,-1.07600,-2.98500,-0.0400000
2008-12-15T09:32:00.000Z,-0.984000,-3.20000,0.0970000
2008-12-15T09:36:00.000Z,-1.51900,-3.16800,0.299000
2008-12-15T09:40:00.000Z,-1.54300,-3.10100,0.555000
2008-12-15T09:44:00.000Z,-1.58700,-3.37600,0.382000
2008-12-15T09:48:00.000Z,-1.72400,-3.01900,0.457000
2008-12-15T09:52:00.000Z,-1.47100,-3.10100,0.310000
2008-12-15T09:56:00.000Z,-1.84400,-2.19500,0.487000
2008-12-15T10:00:00.000Z,-2.39300,-0.138000,1.19500
2008-12-15T10:04:00.000Z,-2.17500,-0.269000,1.01200
2008-12-15T10:08:00.000Z,-1.99800,-0.267000,0.919000
2008-12-15T10:12:00.000Z,-1.80400,0.137000,0.834000
2008-12-15T10:16:00.000Z,-1.59000,-0.141000,0.838000
2008-12-15T10:20:00.000Z,-1.50400,-0.516000,0.790000
2008-12-15T10:24:00.000Z,-1.45900,-0.749000,0.618000
2008-12-15T10:28:00.000Z,-1.49300,-0.777000,0.526000
2008-12-15T10:32:00.000Z,-1.34000,-0.927000,0.540000
2008-12-15T10:36:00.000Z,-1.17600,-1.40700,0.508000
2008-12-15T10:40:00.000Z,-1.31600,-1.61900,0.476000
2008-12-15T10:44:00.000Z,-1.09400,-1.33400,0.800000
2008-12-15T10:48:00.000Z,-0.780000,-1.53400,1.08200
2008-12-15T10:52:00.000Z,-0.919000,-1.95800,1.04100
2008-12-15T10:56:00.000Z,-1.08600,-2.27300,0.908000
2008-12-15T11:00:00.000Z,-0.979000,-2.35200,0.754000
2008-12-15T11:04:00.000Z,-1.53600,-2.68700,0.899000
2008-12-15T11:08:00.000Z,-1.33800,-2.36500,0.988000
2008-12-15T11:12:00.000Z,-1.01200,-2.27200,0.785000
2008-12-15T11:16:00.000Z,-0.958000,-2.38100,0.549000
2008-12-15T11:20:00.000Z,-1.13800,-2.33400,0.303000
2008-12-15T11:24:00.000Z,-0.900000,-2.21000,-0.0340000
2008-12-15T11:28:00.000Z,-0.321000,-2.24400,0.272000
2008-12-15T11:32:00.000Z,0.379000,-2.14600,-0.195000
2008-12-15T11:36:00.000Z,0.844000,-1.39800,-0.602000
2008-12-15T11:40:00.000Z,0.551000,1.43900,-0.295000
2008-12-15T11:44:00.000Z,1.00800,2.09200,-0.791000
2008-12-15T11:48:00.000Z,1.06400,1.87900,-1.33100
2008-12-15T11:52:00.000Z,1.05300,1.89800,-1.33100
2008-12-15T11:56:00.000Z,1.23400,1.00900,-1.99500
2008-12-15T12:00:00.000Z,1.24900,1.07100,-1.77200
2008-12-15T12:04:00.000Z,1.01400,1.23400,-0.862000
2008-12-15T12:08:00.000Z,0.303000,0.460000,0.381000
2008-12-15T12:12:00.000Z,0.734000,0.384000,0.0410000
2008-12-15T12:16:00.000Z,0.721000,-0.192000,-0.0720000
2008-12-15T12:20:00.000Z,-0.104000,-0.274000,0.209000
2008-12-15T12:24:00.000Z,0.101000,-0.152000,-0.283000
2008-12-15T12:28:00.000Z,0.901000,-1.88000,0.155000
2008-12-15T12:32:00.000Z,-0.615000,-1.90100,2.17000
2008-12-15T12:36:00.000Z,-1.05200,-1.85700,2.26800
2008-12-15T12:40:00.000Z,-1.23600,-2.04600,2.01100
2008-12-15T12:44:00.000Z,-0.502000,-2.76600,1.85900
2008-12-15T12:48:00.000Z,-0.734000,-2.72300,1.86500
2008-12-15T12:52:00.000Z,-0.827000,-3.03800,1.70800
2008-12-15T12:56:00.000Z,-1.05600,-2.72000,2.04700
2008-12-15T13:00:00.000Z,-1.08300,-2.98900,1.65300
2008-12-15T13:04:00.000Z,-1.05700,-3.31900,0.481000
2008-12-15T13:08:00.000Z,-1.24700,-3.33900,0.185000
2008-12-15T13:12:00.000Z,-1.19600,-3.28500,-0.279000
2008-12-15T13:16:00.000Z,-1.12700,-3.22000,0.0700000
2008-12-15T13:20:00.000Z,-1.10600,-3.14400,0.0920000
2008-12-15T13:24:00.000Z,-0.899000,-3.19200,-0.204000
2008-12-15T13:28:00.000Z,-0.721000,-3.40000,0.122000
2008-12-15T13:32:00.000Z,-0.336000,-3.40700,-0.349000
2008-12-15T13:36:00.000Z,-0.615000,-3.60900,0.202000
2008-12-15T13:40:00.000Z,-0.323000,-3.43700,-0.107000
2008-12-15T13:44:00.000Z,-0.147000,-3.40100,-0.132000
2008-12-15T13:48:00.000Z,-0.830000,-3.06100,-0.625000
2008-12-15T13:52:00.000Z,-0.932000,-3.10500,-0.788000
2008-12-15T13:56:00.000Z,-0.533000,-3.33800,-0.517000
2008-12-15T14:00:00.000Z,-0.767000,-3.52600,-0.587000
2008-12-15T14:04:00.000Z,-0.407000,-3.15200,-0.573000
2008-12-15T14:08:00.000Z,-0.228000,-3.07100,-0.506000
2008-12-15T14:12:00.000Z,0.304000,-3.27900,-0.484000
2008-12-15T14:16:00.000Z,0.600000,-3.14400,-0.611000
2008-12-15T14:20:00.000Z,0.483000,-3.17200,-0.823000
2008-12-15T14:24:00.000Z,0.107000,-3.55100,-0.410000
2008-12-15T14:28:00.000Z,0.105000,-3.61300,0.0410000
2008-12-15T14:32:00.000Z,0.0220000,-3.39200,0.498000
2008-12-15T14:36:00.000Z,0.400000,-3.16700,0.680000
2008-12-15T14:40:00.000Z,-0.287000,-2.11900,2.27000
2008-12-15T14:44:00.000Z,0.0720000,-2.19800,1.18300
2008-12-15T14:48:00.000Z,0.209000,-1.61000,0.677000
2008-12-15T14:52:00.000Z,0.592000,-1.28400,-0.0660000
2008-12-15T14:56:00.000Z,0.483000,-1.30400,-0.460000
2008-12-15T15:00:00.000Z,0.520000,-1.31300,-0.337000
2008-12-15T15:04:00.000Z,0.600000,-1.27000,-0.801000
2008-12-15T15:08:00.000Z,0.632000,-1.25400,-0.829000
2008-12-15T15:12:00.000Z,0.668000,-1.39300,-0.809000
2008-12-15T15:16:00.000Z,0.791000,-1.31800,-0.860000
2008-12-15T15:20:00.000Z,0.648000,-1.25900,-1.11100
2008-12-15T15:24:00.000Z,0.260000,-1.65400,-1.19500
2008-12-15T15:28:00.000Z,-0.0490000,-2.02700,-1.13200
2008-12-15T15:32:00.000Z,-0.109000,-2.21200,-1.19100
2008-12-15T15:36:00.000Z,-0.0300000,-2.14100,-1.36500
2008-12-15T15:40:00.000Z,0.162000,-1.87000,-1.19500
2008-12-15T15:44:00.000Z,0.261000,-2.93600,-1.05400
2008-12-15T15:48:00.000Z,0.357000,-3.02200,-1.08200
2008-12-15T15:52:00.000Z,0.417000,-3.14200,-0.993000
2008-12-15T15:56:00.000Z,0.422000,-3.17700,-1.10500
2008-12-15T16:00:00.000Z,0.470000,-2.92600,-1.07300
2008-12-15T16:04:00.000Z,0.102000,-0.665000,-1.27000
2008-12-15T16:08:00.000Z,0.149000,0.559000,-1.46200
2008-12-15T16:12:00.000Z,0.550000,-1.21600,-1.13600
2008-12-15T16:16:00.000Z,0.878000,-2.29700,-0.816000
2008-12-15T16:20:00.000Z,1.30000,-1.68200,-1.33500
2008-12-15T16:24:00.000Z,1.20300,-1.89200,-1.12500
2008-12-15T16:28:00.000Z,0.991000,-1.37700,-1.60200
2008-12-15T16:32:00.000Z,1.08000,-0.546000,-1.85200
2008-12-15T16:36:00.000Z,1.50100,-1.96600,-1.15700
2008-12-15T16:40:00.000Z,1.12100,-0.431000,-1.60100
2008-12-15T16:44:00.000Z,0.414000,0.589000,-1.05500
2008-12-15T16:48:00.000Z,0.146000,0.753000,-0.255000
2008-12-15T16:52:00.000Z,1.16000,-1.48100,-0.0800000
2008-12-15T16:56:00.000Z,1.84100,-1.97600,-0.422000
2008-12-15T17:00:00.000Z,1.05800,-0.0230000,-0.348000
2008-12-15T17:04:00.000Z,0.434000,-0.960000,0.0150000
2008-12-15T17:08:00.000Z,0.543000,-2.19700,-0.508000
2008-12-15T17:12:00.000Z,0.441000,-2.89300,-1.09300
2008-12-15T17:16:00.000Z,0.116000,-3.17000,-0.0650000
2008-12-15T17:20:00.000Z,0.122000,-3.42800,0.325000
2008-12-15T17:24:00.000Z,-0.0980000,-3.44200,0.344000
2008-12-15T17:28:00.000Z,-0.127000,-3.44700,-0.394000
2008-12-15T17:32:00.000Z,-0.370000,-3.48900,-0.177000
2008-12-15T17:36:00.000Z,-0.543000,-3.41500,0.525000
2008-12-15T17:40:00.000Z,0.604000,-3.29800,-0.404000
2008-12-15T17:44:00.000Z,0.578000,-3.17100,-0.633000
2008-12-15T17:48:00.000Z,0.680000,-3.10100,0.133000
2008-12-15T17:52:00.000Z,0.384000,-3.31400,0.410000
2008-12-15T17:56:00.000Z,-0.252000,-3.24400,0.749000
2008-12-15T18:00:00.000Z,1.03500,-2.74000,0.482000
2008-12-15T18:04:00.000Z,1.48600,-2.86700,-0.0370000
2008-12-15T18:08:00.000Z,1.21500,-3.26700,-0.0940000
2008-12-15T18:12:00.000Z,0.931000,-3.26500,-0.115000
2008-12-15T18:16:00.000Z,0.823000,-3.26200,0.167000
2008-12-15T18:20:00.000Z,0.911000,-3.22100,0.305000
2008-12-15T18:24:00.000Z,1.04400,-3.18200,0.122000
2008-12-15T18:28:00.000Z,0.817000,-2.35700,1.07900
2008-12-15T18:32:00.000Z,1.36300,-1.70600,0.358000
2008-12-15T18:36:00.000Z,1.29600,-1.82700,0.630000
2008-12-15T18:40:00.000Z,1.42900,-1.79400,0.666000
2008-12-15T18:44:00.000Z,1.80600,-1.49700,0.539000
2008-12-15T18:48:00.000Z,1.74800,-1.78300,0.538000
2008-12-15T18:52:00.000Z,1.83000,-2.05800,0.558000
2008-12-15T18:56:00.000Z,2.02900,-2.14400,0.187000
2008-12-15T19:00:00.000Z,1.96300,-1.76600,0.327000
2008-12-15T19:04:00.000Z,2.06500,-1.49300,-0.328000
